test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_11231_04,Toggles state: User selects a city and area,Talabat.com,11231,search,P1,Functional,,Dubai | Downtown Dubai,Open the Talabat.com mobile app. | Click on the 'Select Your City' input field. | Select 'Dubai' from the dropdown list. | Click on the 'Select Your Area' input field. | Select 'Downtown Dubai' from the dropdown list. | Click on the 'FIND RESTAURANTS' button.,"The app should display a list of restaurants in Downtown Dubai, Dubai."
TC_11231_05,Clickable buttons: User clicks on the 'FIND RESTAURANTS' button,Talabat.com,11231,search,P1,Functional,,,Open the Talabat.com mobile app. | Click on the 'FIND RESTAURANTS' button.,The app should display a list of restaurants.
TC_11231_06,Input validation: User enters a valid cuisine name,Talabat.com,11231,search,P1,Functional,,Italian,Open the Talabat.com mobile app. | Click on the search icon in the header. | Enter 'Italian' in the 'All Cuisines' input field. | Click on the 'FIND RESTAURANTS' button.,The app should display a list of Italian restaurants.
TC_11231_07,Navigation: User navigates to the login page,Talabat.com,11231,search,P1,Functional,,,Open the Talabat.com mobile app. | Click on the 'LOGIN' button in the footer.,The app should navigate to the login page.
TC_11231_08,Accessibility: User performs a search using voice commands,Talabat.com,11231,search,P2,Accessibility,,,Open the Talabat.com mobile app. | Enable voice commands on the device. | Speak the command to search for Italian restaurants.,The app should display a list of Italian restaurants.
TC_11233_01,Verify restaurant information display,FoodDeliveryApp,11233,profile,P1,Functional,,,"Open the app and navigate to the 'Info' screen for 'La Carne Premium Meat'. | Verify that the restaurant name 'La Carne Premium Meat' is displayed. | Verify that the category 'Burgers, Grocery' is displayed. | Verify that the rating '4 stars out of 5 based on 2 reviews' is displayed. | Verify that the minimum order 'AED 50.00' is displayed. | Verify that the payment methods 'Visa and Mastercard' are displayed. | Verify that the city 'Abu Dhabi' is displayed. | Verify that the area 'Al Maqta' is displayed. | Verify that the status 'Open' is displayed. | Verify that the cuisines 'Burgers, Grocery' are displayed. | Verify that the opening hours '1:00PM - 6:00PM' are displayed.","The restaurant name 'La Carne Premium Meat' is displayed. | The category 'Burgers, Grocery' is displayed. | The rating '4 stars out of 5 based on 2 reviews' is displayed. | The minimum order 'AED 50.00' is displayed. | The payment methods 'Visa and Mastercard' are displayed. | The city 'Abu Dhabi' is displayed. | The area 'Al Maqta' is displayed. | The status 'Open' is displayed. | The cuisines 'Burgers, Grocery' are displayed. | The opening hours '1:00PM - 6:00PM' are displayed."
TC_11233_02,Verify navigation between tabs,FoodDeliveryApp,11233,profile,P1,Functional,,,Open the app and navigate to the 'Info' screen for 'La Carne Premium Meat'. | Tap on the 'MENU' tab. | Verify that the 'MENU' tab is selected. | Tap on the 'REVIEWS' tab. | Verify that the 'REVIEWS' tab is selected. | Tap on the 'INFO' tab. | Verify that the 'INFO' tab is selected.,The 'MENU' tab is selected. | The 'REVIEWS' tab is selected. | The 'INFO' tab is selected.
TC_11235_01,Positive Flow: Navigating to Reviews Page,Food Delivery App,11235,bare,P1,Functional,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Click on the 'REVIEWS' tab.,The 'REVIEWS' tab should be selected. | The content area should display the message 'No reviews' and 'There are no reviews found for this restaurant.'
TC_11235_02,Negative Flow: No Internet Connection,Food Delivery App,11235,bare,P2,Functional,Simulate no internet connection.,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Simulate no internet connection. | Click on the 'REVIEWS' tab.,The app should display an error message indicating no internet connection.
TC_11235_03,Boundary/Validation: Minimum Order Amount,Food Delivery App,11235,bare,P2,Functional,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Verify the minimum order amount displayed is AED 49.00.,The minimum order amount should be displayed as AED 49.00.
TC_11235_04,UI Test: Header Navigation,Food Delivery App,11235,bare,P2,UI,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Click on the back arrow in the Header/App Bar. | Click on the shopping cart icon in the Header/App Bar.,The app should navigate back to the previous screen. | The app should navigate to the shopping cart screen.
TC_11235_05,Accessibility Test: Screen Reader,Food Delivery App,11235,bare,P2,Accessibility,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Use a screen reader to navigate through the screen.,The screen reader should read out the content correctly.
TC_11235_06,Usability Test: Navigation,Food Delivery App,11235,bare,P2,Usability,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Click on the 'REVIEWS' tab. | Click on the back arrow in the Header/App Bar. | Click on the shopping cart icon in the Header/App Bar.,The navigation should be smooth and intuitive.
TC_11235_07,Regression Test: No Reviews,Food Delivery App,11235,bare,P2,Regression,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Click on the 'REVIEWS' tab.,The content area should display the message 'No reviews' and 'There are no reviews found for this restaurant.'
TC_11235_08,Data Persistence Test: Minimum Order Amount,Food Delivery App,11235,bare,P2,Regression,,,Open the Food Delivery App. | Navigate to the 'Biancorosso' restaurant page. | Verify the minimum order amount displayed is AED 49.00.,The minimum order amount should be displayed as AED 49.00.
TC_11347_001,Positive flow: Create a new team,PokemonApp,11347,bare,P1,Functional,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area.,A new team creation form should appear with fields to input team details.
TC_11347_002,Negative flow: Attempt to create a team without selecting a Pokémon,PokemonApp,11347,bare,P1,Negative,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Attempt to save the team without selecting any Pokémon.,An error message should appear indicating that a Pokémon must be selected before creating a team.
TC_11347_003,Boundary validation: Maximum number of Pokémon in a team,PokemonApp,11347,bare,P2,Functional,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Select the maximum number of Pokémon allowed in a team and attempt to save the team.,The team should be created successfully with the maximum number of Pokémon.
TC_11347_004,Toggles state: Team name visibility toggle,PokemonApp,11347,bare,P2,Functional,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Toggle the visibility of the team name field and attempt to save the team.,The team should be created successfully with the team name field either visible or hidden as per the toggle state.
TC_11347_005,Input validation: Invalid team name,PokemonApp,11347,bare,P2,Functional,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Enter an invalid team name and attempt to save the team.,An error message should appear indicating that the team name is invalid.
TC_11347_006,Navigation: Return to previous screen,PokemonApp,11347,bare,P2,Functional,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Navigate back to the previous screen.,The user should be returned to the 'TEAMDEX' screen.
TC_11347_007,Accessibility: Screen reader interaction,PokemonApp,11347,bare,P2,Accessibility,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Use a screen reader to interact with the screen.,The screen reader should provide a clear and accurate description of the elements on the screen.
TC_11347_008,Usability: Team name length limit,PokemonApp,11347,bare,P2,Usability,,,Open the app and navigate to the 'TEAMDEX' section. | Click on the 'Create a Team' option in the main content area. | Attempt to enter a team name that exceeds the maximum allowed length.,The user should receive a notification indicating that the team name is too long.
TC_11393_01,Positive flow: Navigate to the search screen and view the list of off-air stations,MusicApp,11393,list,P1,Functional,The app is open and the user is on the home screen,,"Open the app | Click on the search icon in the header | Verify that the screen displays the title 'SEARCH' and subtitle 'OFF AIR' | Scroll through the list of radio stations or music channels | Verify that each list item contains an icon, a name, and an 'Off-air' label","The screen displays the title 'SEARCH' and subtitle 'OFF AIR' | The list of radio stations or music channels is visible | Each list item contains an icon, a name, and an 'Off-air' label"
